Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (ozf·in),Thrust (ozf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (ozf/W),Overall Efficiency (ozf/W),Vibration (g),App message
20.355709999993444,1628,,,,-0.298828125,-0.05859375,-0.9609375,38.496980813012975,48.17204660998228,12.671501159667969,19.82727051,6088,0,251.2412812327966,173.31170337908526,68.98217622863382,0.27795033844088074,0.1917361922913725,0.935546875,
20.378234999999403,1629,,,,-0.484375,0.232421875,-0.99609375,39.409908430579634,48.25703397503607,12.672999382019043,19.69482422,6097,0,249.59249515319243,177.69095150609448,71.19242563644916,0.2715784544233303,0.1933432892099474,0.9296875,
20.40173000000417,1630,,,,0.0625,-0.322265625,-0.8828125,39.39311780939489,48.39760911732252,12.676572799682617,19.715402603149414,6107,0,249.92373637387573,177.9097478,71.18561459887678,0.27203461150941977,0.19364951012464723,0.935546875,
20.424034999996422,1631,,,,0,-0.26171875,-0.99609375,39.04695124533119,48.607726327549955,12.682856559753418,19.358957290649414,6109,0,245.52687846369918,176.3875743728038,71.84043371401494,0.27557341553331377,0.19797313691965723,0.931640625,
20.44812999999523,1631,,,,0,-0.126953125,-0.8671875,39.07483826838944,48.76393792161643,12.672000885009766,19.63134766,6117,0,248.7684548739344,176.74729765496764,71.04891886,0.2758963705165643,0.19602138842856096,0.931640625,
20.473415000006558,1632,,,,0.015625,0.046875,-0.884765625,39.174874707390124,48.84204371864966,12.661001205444336,19.76257324,6121,0,250.21396364201792,177.3104532844944,70.86353243585283,0.27546059927038063,0.1952011111119608,0.927734375,
20.49717999999225,1633,,,,0.0234375,-0.10546875,-1.0234375,39.55783546320421,48.909253699650364,12.67650032043457,20.32226563,6135,0,257.61520670726895,179.45038366021953,69.65830393084327,0.2725502877288779,0.18985390779056957,0.923828125,
20.520844999998808,1634,,,,-0.375,0.01171875,-0.908203125,39.85986008783606,49.15718130305738,12.671429634094238,19.850725173950195,6145,0,251.5370672,181.1264302502077,72.00784848398654,0.2713970635602531,0.1954271863184557,0.91796875,
20.54352499999106,1635,,,,0.140625,0.17578125,-1.0234375,39.44121580973699,49.267248160452716,12.670858383178711,19.622629165649414,6144,0,248.63555526357595,179.19116824180603,72.06980838,0.2749423905422057,0.19815045401782955,0.912109375,
20.566689999997617,1635,,,,0.1875,0.037109375,-1.046875,39.36371301069355,49.36118156393322,12.662858009338379,20.362722396850586,6622,0,257.85026239489343,192.77043057141466,74.76061058886569,0.25606199777432487,0.1914335130221329,0.908203125,
